barrio;año;mes;superficie;comuna
Villa Real;2013;Ago;145;10
Villa Real;2013;Sep;95;10
Villa Real;2013;Oct;549;10
Villa Real;2013;Nov;176;10
Villa Real;2013;Dic;67;10
Villa Real;2014;Ene;96;10
Villa Real;2014;Feb;235;10
Villa Real;2014;Mar;94;10
Villa Real;2014;Abr;122;10
Villa Real;2014;May;122;10
Villa Real;2014;Jun;127;10
Villa Real;2014;Jul;200;10
Villa Real;2014;Ago;151;10
Villa Real;2014;Sep;60;10
Villa Real;2014;Oct;130;10
Villa Real;2014;Nov;105;10
Villa Real;2014;Dic;73;10
Villa Real;2015;Ene;99;10
Villa Real;2015;Feb;0;10
Villa Real;2015;Mar;60;10
Villa Real;2015;Abr;0;10
Villa Real;2015;May;48;10
Villa Real;2015;Jun;0;10
Villa Real;2015;Jul;0;10
Villa Real;2015;Ago;0;10
Villa Real;2015;Sep;0;10
Villa Real;2015;Oct;0;10
Villa Real;2015;Nov;0;10
Villa Real;2015;Dic;0;10
Villa Real;2016;Ene;0;10
Villa Real;2016;Feb;80;10
Villa Real;2016;Mar;142;10
Villa Real;2016;Abr;0;10
Villa Real;2016;May;103;10
Villa Real;2016;Jun;172;10
Villa Real;2016;Jul;74;10
Villa Real;2016;Ago;0;10
Villa Real;2016;Sep;139;10
Villa Real;2016;Oct;158;10
Villa Real;2016;Nov;55;10
Villa Real;2016;Dic;91;10
Villa Real;2017;Ene;40;10
Villa Real;2017;Feb;103;10
Villa Real;2017;Mar;147;10
Villa Real;2017;Abr;102;10
Villa Real;2017;May;0;10
Villa Real;2017;Jun;0;10
Villa Real;2017;Jul;0;10
Villa Real;2017;Ago;65;10
Villa Real;2017;Sep;83;10
Villa Real;2017;Oct;0;10
Villa Real;2017;Nov;70;10
Villa Real;2017;Dic;72;10
Villa Real;2018;Ene;0;10
Villa Real;2018;Feb;0;10
Villa Real;2018;Mar;0;10
Villa Real;2018;Abr;34;10
Villa Real;2018;May;0;10
Villa Real;2018;Jun;190;10
Villa Real;2018;Jul;190;10
Villa Real;2018;Ago;30;10
Villa Real;2018;Sep;104;10
Villa Real;2018;Oct;175;10
Villa Real;2018;Nov;75;10
Villa Real;2018;Dic;66;10
Villa Real;2019;Ene;195;10
Villa Real;2019;Feb;0;10
Villa Real;2019;Mar;178;10
Villa Real;2019;Abr;112;10
Villa Real;2019;May;110;10
Villa Real;2019;Jun;184;10
Villa Real;2019;Jul;113;10
Villa Real;2019;Ago;184;10
Villa Riachuelo;2013;Jul;152;8
Villa Riachuelo;2013;Ago;93;8
Villa Riachuelo;2013;Sep;115;8
Villa Riachuelo;2013;Oct;140;8
Villa Riachuelo;2013;Nov;311;8
Villa Riachuelo;2013;Dic;0;8
Villa Riachuelo;2014;Ene;139;8
Villa Riachuelo;2014;Feb;175;8
Villa Riachuelo;2014;Mar;243;8
Villa Riachuelo;2014;Abr;245;8
Villa Riachuelo;2014;May;160;8
Villa Riachuelo;2014;Jun;80;8
Villa Riachuelo;2014;Jul;191;8
Villa Riachuelo;2014;Ago;35;8
Villa Riachuelo;2014;Sep;40;8
Villa Riachuelo;2014;Oct;162;8
Villa Riachuelo;2014;Nov;214;8
Villa Riachuelo;2014;Dic;112;8
Villa Riachuelo;2015;Ene;42;8
Villa Riachuelo;2015;Feb;35;8
Villa Riachuelo;2015;Mar;0;8
Villa Riachuelo;2015;Abr;105;8
Villa Riachuelo;2015;May;75;8
Villa Riachuelo;2015;Jun;131;8
Villa Riachuelo;2015;Jul;83;8
Villa Riachuelo;2015;Ago;0;8
Villa Riachuelo;2015;Sep;0;8
Villa Riachuelo;2015;Oct;45;8
Villa Riachuelo;2015;Nov;0;8
Villa Riachuelo;2015;Dic;0;8
Villa Riachuelo;2016;Ene;0;8
Villa Riachuelo;2016;Feb;0;8
Villa Riachuelo;2016;Mar;0;8
Villa Riachuelo;2016;Abr;0;8
Villa Riachuelo;2016;May;0;8
Villa Riachuelo;2016;Jun;32;8
Villa Riachuelo;2016;Jul;50;8
Villa Riachuelo;2016;Ago;0;8
Villa Riachuelo;2016;Sep;130;8
Villa Riachuelo;2016;Oct;0;8
Villa Riachuelo;2016;Nov;0;8
Villa Riachuelo;2016;Dic;0;8
Villa Riachuelo;2017;Ene;0;8
Villa Riachuelo;2017;Feb;0;8
Villa Riachuelo;2017;Mar;0;8
Villa Riachuelo;2017;Abr;0;8
Villa Riachuelo;2017;May;70;8
Villa Riachuelo;2017;Jun;0;8
Villa Riachuelo;2017;Jul;0;8
Villa Riachuelo;2017;Ago;0;8
Villa Riachuelo;2017;Sep;0;8
Villa Riachuelo;2017;Oct;0;8
Villa Riachuelo;2017;Nov;0;8
Villa Riachuelo;2017;Dic;0;8
Villa Riachuelo;2018;Ene;0;8
Villa Riachuelo;2018;Feb;53;8
Villa Riachuelo;2018;Mar;0;8
Villa Riachuelo;2018;Abr;0;8
Villa Riachuelo;2018;May;0;8
Villa Riachuelo;2018;Jun;0;8
Villa Riachuelo;2018;Jul;39;8
Villa Riachuelo;2018;Ago;50;8
Villa Riachuelo;2018;Sep;0;8
Villa Riachuelo;2018;Oct;0;8
Villa Riachuelo;2018;Nov;50;8
Villa Riachuelo;2018;Dic;0;8
Villa Riachuelo;2019;Ene;50;8
Villa Riachuelo;2019;Feb;0;8
Villa Riachuelo;2019;Mar;0;8
Villa Riachuelo;2019;Abr;165;8
Villa Riachuelo;2019;May;0;8
Villa Riachuelo;2019;Jun;58;8
Villa Riachuelo;2019;Jul;111;8
Villa Riachuelo;2019;Ago;50;8
Villa Santa Rita;2013;Jul;963;11
Villa Santa Rita;2013;Ago;535;11
Villa Santa Rita;2013;Sep;616;11
Villa Santa Rita;2013;Oct;1018;11
Villa Santa Rita;2013;Nov;653;11
Villa Santa Rita;2013;Dic;1061;11
Villa Santa Rita;2014;Ene;732;11
Villa Santa Rita;2014;Feb;443;11
Villa Santa Rita;2014;Mar;559;11
Villa Santa Rita;2014;Abr;338;11
Villa Santa Rita;2014;May;1199;11
Villa Santa Rita;2014;Jun;1060;11
Villa Santa Rita;2014;Jul;1431;11
Villa Santa Rita;2014;Ago;1299;11
Villa Santa Rita;2014;Sep;707;11
Villa Santa Rita;2014;Oct;947;11
Villa Santa Rita;2014;Nov;890;11
Villa Santa Rita;2014;Dic;638;11
Villa Santa Rita;2015;Ene;400;11
Villa Santa Rita;2015;Feb;580;11
Villa Santa Rita;2015;Mar;718;11
Villa Santa Rita;2015;Abr;670;11
Villa Santa Rita;2015;May;421;11
Villa Santa Rita;2015;Jun;561;11
Villa Santa Rita;2015;Jul;851;11
Villa Santa Rita;2015;Ago;806;11
Villa Santa Rita;2015;Sep;173;11
Villa Santa Rita;2015;Oct;726;11
Villa Santa Rita;2015;Nov;432;11
Villa Santa Rita;2015;Dic;397;11
Villa Santa Rita;2016;Ene;423;11
Villa Santa Rita;2016;Feb;358;11
Villa Santa Rita;2016;Mar;196;11
Villa Santa Rita;2016;Abr;496;11
Villa Santa Rita;2016;May;449;11
Villa Santa Rita;2016;Jun;278;11
Villa Santa Rita;2016;Jul;334;11
Villa Santa Rita;2016;Ago;408;11
Villa Santa Rita;2016;Sep;492;11
Villa Santa Rita;2016;Oct;68;11
Villa Santa Rita;2016;Nov;378;11
Villa Santa Rita;2016;Dic;333;11
Villa Santa Rita;2017;Ene;730;11
Villa Santa Rita;2017;Feb;424;11
Villa Santa Rita;2017;Mar;456;11
Villa Santa Rita;2017;Abr;515;11
Villa Santa Rita;2017;May;407;11
Villa Santa Rita;2017;Jun;124;11
Villa Santa Rita;2017;Jul;489;11
Villa Santa Rita;2017;Ago;244;11
Villa Santa Rita;2017;Sep;165;11
Villa Santa Rita;2017;Oct;179;11
Villa Santa Rita;2017;Nov;163;11
Villa Santa Rita;2017;Dic;362;11
Villa Santa Rita;2018;Ene;118;11
Villa Santa Rita;2018;Feb;219;11
Villa Santa Rita;2018;Mar;398;11
Villa Santa Rita;2018;Abr;327;11
Villa Santa Rita;2018;May;363;11
Villa Santa Rita;2018;Jun;442;11
Villa Santa Rita;2018;Jul;527;11
Villa Santa Rita;2018;Ago;243;11
Villa Santa Rita;2018;Sep;210;11
Villa Santa Rita;2018;Oct;679;11
Villa Santa Rita;2018;Nov;534;11
Villa Santa Rita;2018;Dic;232;11
Villa Santa Rita;2019;Ene;148;11
Villa Santa Rita;2019;Feb;406;11
Villa Santa Rita;2019;Mar;470;11
Villa Santa Rita;2019;Abr;310;11
Villa Santa Rita;2019;May;353;11
Villa Santa Rita;2019;Jun;283;11
Villa Santa Rita;2019;Jul;528;11
Villa Santa Rita;2019;Ago;337;11
Villa Soldati;2013;Jul;0;8
Villa Soldati;2013;Ago;313;8
Villa Soldati;2013;Sep;92;8
Villa Soldati;2013;Oct;391;8
Villa Soldati;2013;Nov;0;8
Villa Soldati;2013;Dic;120;8
Villa Soldati;2014;Ene;0;8
Villa Soldati;2014;Feb;182;8
Villa Soldati;2014;Mar;145;8
Villa Soldati;2014;Abr;75;8
Villa Soldati;2014;May;0;8
Villa Soldati;2014;Jun;161;8
Villa Soldati;2014;Jul;85;8
Villa Soldati;2014;Ago;196;8
Villa Soldati;2014;Sep;40;8
Villa Soldati;2014;Oct;0;8
Villa Soldati;2014;Nov;196;8
Villa Soldati;2014;Dic;80;8
Villa Soldati;2015;Ene;0;8
Villa Soldati;2015;Feb;50;8
Villa Soldati;2015;Mar;95;8
Villa Soldati;2015;Abr;0;8
Villa Soldati;2015;May;0;8
Villa Soldati;2015;Jun;0;8
Villa Soldati;2015;Jul;0;8
Villa Soldati;2015;Ago;0;8
Villa Soldati;2015;Sep;0;8
Villa Soldati;2015;Oct;77;8
Villa Soldati;2015;Nov;59;8
Villa Soldati;2015;Dic;122;8
Villa Soldati;2016;Ene;0;8
Villa Soldati;2016;Feb;150;8
Villa Soldati;2016;Mar;0;8
Villa Soldati;2016;Abr;0;8
Villa Soldati;2016;May;0;8
Villa Soldati;2016;Jun;0;8
Villa Soldati;2016;Jul;0;8
Villa Soldati;2016;Ago;0;8
Villa Soldati;2016;Sep;0;8
Villa Soldati;2016;Oct;0;8
Villa Soldati;2016;Nov;0;8
Villa Soldati;2016;Dic;0;8
Villa Soldati;2017;Ene;0;8
Villa Soldati;2017;Feb;0;8
Villa Soldati;2017;Mar;0;8
Villa Soldati;2017;Abr;0;8
Villa Soldati;2017;May;0;8
Villa Soldati;2017;Jun;0;8
Villa Soldati;2017;Jul;0;8
Villa Soldati;2017;Ago;0;8
Villa Soldati;2017;Sep;0;8
Villa Soldati;2017;Oct;0;8
Villa Soldati;2017;Nov;0;8
Villa Soldati;2017;Dic;0;8
Villa Soldati;2018;Ene;0;8
Villa Soldati;2018;Feb;0;8
Villa Soldati;2018;Mar;0;8
Villa Soldati;2018;Abr;0;8
Villa Soldati;2018;May;0;8
Villa Soldati;2018;Jun;0;8
Villa Soldati;2018;Jul;70;8
Villa Soldati;2018;Ago;0;8
Villa Soldati;2018;Sep;35;8
Villa Soldati;2018;Oct;0;8
Villa Soldati;2018;Nov;0;8
Villa Soldati;2018;Dic;0;8
Villa Soldati;2019;Ene;0;8
Villa Soldati;2019;Feb;0;8
Villa Soldati;2019;Mar;0;8
Villa Soldati;2019;Abr;45;8
Villa Soldati;2019;May;0;8
Villa Soldati;2019;Jun;47;8
Villa Soldati;2019;Jul;0;8
Villa Soldati;2019;Ago;0;8
Villa Urquiza;2013;Jul;6152;12
Villa Urquiza;2013;Ago;5842;12
Villa Urquiza;2013;Sep;4765;12
Villa Urquiza;2013;Oct;7153;12
Villa Urquiza;2013;Nov;6429;12
Villa Urquiza;2013;Dic;6022;12
Villa Urquiza;2014;Ene;4709;12
Villa Urquiza;2014;Feb;4832;12
Villa Urquiza;2014;Mar;5191;12
Villa Urquiza;2014;Abr;2059;12
Villa Urquiza;2014;May;6122;12
Villa Urquiza;2014;Jun;6851;12
Villa Urquiza;2014;Jul;7430;12
Villa Urquiza;2014;Ago;6601;12
Villa Urquiza;2014;Sep;6155;12
Villa Urquiza;2014;Oct;6946;12
Villa Urquiza;2014;Nov;5915;12
Villa Urquiza;2014;Dic;5599;12
Villa Urquiza;2015;Ene;5381;12
Villa Urquiza;2015;Feb;5845;12
Villa Urquiza;2015;Mar;6845;12
Villa Urquiza;2015;Abr;5761;12
Villa Urquiza;2015;May;4322;12
Villa Urquiza;2015;Jun;5777;12
Villa Urquiza;2015;Jul;5886;12
Villa Urquiza;2015;Ago;5273;12
Villa Urquiza;2015;Sep;3037;12
Villa Urquiza;2015;Oct;3087;12
Villa Urquiza;2015;Nov;2874;12
Villa Urquiza;2015;Dic;2255;12
Villa Urquiza;2016;Ene;2777;12
Villa Urquiza;2016;Feb;3016;12
Villa Urquiza;2016;Mar;3554;12
Villa Urquiza;2016;Abr;3279;12
Villa Urquiza;2016;May;3447;12
Villa Urquiza;2016;Jun;2344;12
Villa Urquiza;2016;Jul;2883;12
Villa Urquiza;2016;Ago;3310;12
Villa Urquiza;2016;Sep;2134;12
Villa Urquiza;2016;Oct;3526;12
Villa Urquiza;2016;Nov;3205;12
Villa Urquiza;2016;Dic;3239;12
Villa Urquiza;2017;Ene;3178;12
Villa Urquiza;2017;Feb;2288;12
Villa Urquiza;2017;Mar;2884;12
Villa Urquiza;2017;Abr;3504;12
Villa Urquiza;2017;May;3692;12
Villa Urquiza;2017;Jun;3089;12
Villa Urquiza;2017;Jul;2411;12
Villa Urquiza;2017;Ago;2855;12
Villa Urquiza;2017;Sep;2154;12
Villa Urquiza;2017;Oct;2654;12
Villa Urquiza;2017;Nov;3044;12
Villa Urquiza;2017;Dic;2297;12
Villa Urquiza;2018;Ene;3414;12
Villa Urquiza;2018;Feb;2274;12
Villa Urquiza;2018;Mar;1964;12
Villa Urquiza;2018;Abr;3238;12
Villa Urquiza;2018;May;2970;12
Villa Urquiza;2018;Jun;2551;12
Villa Urquiza;2018;Jul;3103;12
Villa Urquiza;2018;Ago;2689;12
Villa Urquiza;2018;Sep;3817;12
Villa Urquiza;2018;Oct;3211;12
Villa Urquiza;2018;Nov;3133;12
Villa Urquiza;2018;Dic;2386;12
Villa Urquiza;2019;Ene;2971;12
Villa Urquiza;2019;Feb;2926;12
Villa Urquiza;2019;Mar;3542;12
Villa Urquiza;2019;Abr;2787;12
Villa Urquiza;2019;May;2782;12
Villa Urquiza;2019;Jun;2362;12
Villa Urquiza;2019;Jul;2214;12
Villa Urquiza;2019;Ago;2763;12
